用户号,机顶盒设备号,节目名称,节目ID,观看次数,分类,二级目录,分类名称,二级目录ID,分类名称ID,观看时长,点播日期,最早观看时间,最近观看时间,观看时间跨度,语种,地区,时间跨度,使用时长,总观看时长,一级标签,二级标签,地区参数,字母语种,正题名
10273,11218,中餐厅：黄晓明再掀定价风波,134,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5385,20170808,2017-08-08 00:00,2017-08-08 00:00,0.000000,国语,大陆,3283200.000000,7344000.000000,112759.95999999998,语言,中文,大陆,中文,中餐厅：黄晓明再掀定价风波
10289,10413,超级飞侠二,1794,9,精彩点/电视剧场,精彩点,电视剧场,2,12,1560,,2017-07-17 11:31,2017-09-29 22:07,6431760.000000,国语,大陆,7851960.000000,7943040.000000,884457.14,节目分类,电视剧场,大陆,中文,超级飞侠二
10289,10413,超级飞侠二,1794,9,精彩点/电视剧场,精彩点,电视剧场,2,12,1560,,2017-07-17 11:31,2017-09-29 22:07,6431760.000000,国语,大陆,7851960.000000,7943040.000000,884457.14,地区,大陆,大陆,中文,超级飞侠二
10289,10413,超级飞侠二,1794,9,精彩点/电视剧场,精彩点,电视剧场,2,12,1560,,2017-07-17 11:31,2017-09-29 22:07,6431760.000000,国语,大陆,7851960.000000,7943040.000000,884457.14,节目归属,精彩点,大陆,中文,超级飞侠二
10289,10413,超级飞侠二,1794,9,精彩点/电视剧场,精彩点,电视剧场,2,12,1560,,2017-07-17 11:31,2017-09-29 22:07,6431760.000000,国语,大陆,7851960.000000,7943040.000000,884457.14,语言,中文,大陆,中文,超级飞侠二
10871,10605,非凡任务,1983,2,精彩点/动作,精彩点,动作,2,15,7740,,2017-09-02 20:59,2017-09-02 20:59,0.000000,国语,大陆,3981360.000000,6060180.000000,51240,节目分类,动作,大陆,中文,非凡任务
10871,10605,非凡任务,1983,2,精彩点/动作,精彩点,动作,2,15,7740,,2017-09-02 20:59,2017-09-02 20:59,0.000000,国语,大陆,3981360.000000,6060180.000000,51240,地区,大陆,大陆,中文,非凡任务
10871,10605,非凡任务,1983,2,精彩点/动作,精彩点,动作,2,15,7740,,2017-09-02 20:59,2017-09-02 20:59,0.000000,国语,大陆,3981360.000000,6060180.000000,51240,节目归属,精彩点,大陆,中文,非凡任务
10871,10605,非凡任务,1983,2,精彩点/动作,精彩点,动作,2,15,7740,,2017-09-02 20:59,2017-09-02 20:59,0.000000,国语,大陆,3981360.000000,6060180.000000,51240,语言,中文,大陆,中文,非凡任务
10860,10339,极限挑战 第一季20150719期,1107,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,6240,,2017-07-23 11:07,2017-07-23 11:07,0.000000,国语,大陆,1854600.000000,7861320.000000,199320,节目分类,综艺娱乐,大陆,中文,极限挑战 第一季20150719期
10860,10339,极限挑战 第一季20150719期,1107,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,6240,,2017-07-23 11:07,2017-07-23 11:07,0.000000,国语,大陆,1854600.000000,7861320.000000,199320,地区,大陆,大陆,中文,极限挑战 第一季20150719期
10860,10339,极限挑战 第一季20150719期,1107,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,6240,,2017-07-23 11:07,2017-07-23 11:07,0.000000,国语,大陆,1854600.000000,7861320.000000,199320,节目归属,精彩点,大陆,中文,极限挑战 第一季20150719期
10860,10339,极限挑战 第一季20150719期,1107,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,6240,,2017-07-23 11:07,2017-07-23 11:07,0.000000,国语,大陆,1854600.000000,7861320.000000,199320,语言,中文,大陆,中文,极限挑战 第一季20150719期
10954,10566,生死连,1415,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-08-16 16:13,2017-08-16 16:13,0.000000,国语,大陆,4033860.000000,7890600.000000,465540,节目分类,大陆剧场,大陆,中文,生死连
10954,10566,生死连,1415,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-08-16 16:13,2017-08-16 16:13,0.000000,国语,大陆,4033860.000000,7890600.000000,465540,地区,大陆,大陆,中文,生死连
10954,10566,生死连,1415,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-08-16 16:13,2017-08-16 16:13,0.000000,国语,大陆,4033860.000000,7890600.000000,465540,节目归属,精彩点,大陆,中文,生死连
10954,10566,生死连,1415,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,360,,2017-08-16 16:13,2017-08-16 16:13,0.000000,国语,大陆,4033860.000000,7890600.000000,465540,语言,中文,大陆,中文,生死连
10750,10036,赌城群英会,1771,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2460,,2017-07-14 21:37,2017-08-03 21:16,1726740.000000,粤语,香港,2243640.000000,7141020.000000,68670.26,节目分类,港台剧场,香港,中文,赌城群英会
10750,10036,赌城群英会,1771,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2460,,2017-07-14 21:37,2017-08-03 21:16,1726740.000000,粤语,香港,2243640.000000,7141020.000000,68670.26,地区,香港,香港,中文,赌城群英会
10750,10036,赌城群英会,1771,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2460,,2017-07-14 21:37,2017-08-03 21:16,1726740.000000,粤语,香港,2243640.000000,7141020.000000,68670.26,节目归属,精彩点,香港,中文,赌城群英会
10750,10036,赌城群英会,1771,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2460,,2017-07-14 21:37,2017-08-03 21:16,1726740.000000,粤语,香港,2243640.000000,7141020.000000,68670.26,语言,中文,香港,中文,赌城群英会
11103,10581,老广的味道,1591,3,精彩点/科学教育,精彩点,科学教育,2,22,2700,,2017-08-02 09:31,2017-08-02 11:01,5400.000000,国语,大陆,914100.000000,5699340.000000,125400,节目分类,科学教育,大陆,中文,老广的味道
11103,10581,老广的味道,1591,3,精彩点/科学教育,精彩点,科学教育,2,22,2700,,2017-08-02 09:31,2017-08-02 11:01,5400.000000,国语,大陆,914100.000000,5699340.000000,125400,地区,大陆,大陆,中文,老广的味道
11103,10581,老广的味道,1591,3,精彩点/科学教育,精彩点,科学教育,2,22,2700,,2017-08-02 09:31,2017-08-02 11:01,5400.000000,国语,大陆,914100.000000,5699340.000000,125400,节目归属,精彩点,大陆,中文,老广的味道
11103,10581,老广的味道,1591,3,精彩点/科学教育,精彩点,科学教育,2,22,2700,,2017-08-02 09:31,2017-08-02 11:01,5400.000000,国语,大陆,914100.000000,5699340.000000,125400,语言,中文,大陆,中文,老广的味道
10905,10555,小猪佩奇,680,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1620,,2017-07-27 22:20,2017-07-27 22:20,0.000000,国语,大陆,2171640.000000,7774020.000000,31980,节目分类,大陆剧场,大陆,中文,小猪佩奇
10905,10555,小猪佩奇,680,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1620,,2017-07-27 22:20,2017-07-27 22:20,0.000000,国语,大陆,2171640.000000,7774020.000000,31980,地区,大陆,大陆,中文,小猪佩奇
10905,10555,小猪佩奇,680,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1620,,2017-07-27 22:20,2017-07-27 22:20,0.000000,国语,大陆,2171640.000000,7774020.000000,31980,节目归属,精彩点,大陆,中文,小猪佩奇
10905,10555,小猪佩奇,680,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1620,,2017-07-27 22:20,2017-07-27 22:20,0.000000,国语,大陆,2171640.000000,7774020.000000,31980,语言,中文,大陆,中文,小猪佩奇
10993,11168,一粒红尘,57,3,精彩点/大陆剧场,精彩点,大陆剧场,2,11,60,,2017-07-04 20:59,2017-07-07 23:36,268620.000000,国语,大陆,480480.000000,4422540.000000,93120,节目分类,大陆剧场,大陆,中文,一粒红尘
10993,11168,一粒红尘,57,3,精彩点/大陆剧场,精彩点,大陆剧场,2,11,60,,2017-07-04 20:59,2017-07-07 23:36,268620.000000,国语,大陆,480480.000000,4422540.000000,93120,地区,大陆,大陆,中文,一粒红尘
10993,11168,一粒红尘,57,3,精彩点/大陆剧场,精彩点,大陆剧场,2,11,60,,2017-07-04 20:59,2017-07-07 23:36,268620.000000,国语,大陆,480480.000000,4422540.000000,93120,节目归属,精彩点,大陆,中文,一粒红尘
10993,11168,一粒红尘,57,3,精彩点/大陆剧场,精彩点,大陆剧场,2,11,60,,2017-07-04 20:59,2017-07-07 23:36,268620.000000,国语,大陆,480480.000000,4422540.000000,93120,语言,中文,大陆,中文,一粒红尘
10449,10751,新侠客行,942,7,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-11 07:46,2017-07-11 10:59,11580.000000,国语,大陆,433800.000000,6508920.000000,37680,节目分类,大陆剧场,大陆,中文,新侠客行
10449,10751,新侠客行,942,7,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-11 07:46,2017-07-11 10:59,11580.000000,国语,大陆,433800.000000,6508920.000000,37680,地区,大陆,大陆,中文,新侠客行
10449,10751,新侠客行,942,7,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-11 07:46,2017-07-11 10:59,11580.000000,国语,大陆,433800.000000,6508920.000000,37680,节目归属,精彩点,大陆,中文,新侠客行
10449,10751,新侠客行,942,7,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-11 07:46,2017-07-11 10:59,11580.000000,国语,大陆,433800.000000,6508920.000000,37680,语言,中文,大陆,中文,新侠客行
10376,10321,踩过界,1828,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2400,,2017-09-10 23:22,2017-09-11 00:05,2580.000000,粤语,香港,5833560.000000,7025220.000000,106560,节目分类,港台剧场,香港,中文,踩过界
10376,10321,踩过界,1828,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2400,,2017-09-10 23:22,2017-09-11 00:05,2580.000000,粤语,香港,5833560.000000,7025220.000000,106560,地区,香港,香港,中文,踩过界
10376,10321,踩过界,1828,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2400,,2017-09-10 23:22,2017-09-11 00:05,2580.000000,粤语,香港,5833560.000000,7025220.000000,106560,节目归属,精彩点,香港,中文,踩过界
10376,10321,踩过界,1828,3,精彩点/港台剧场,精彩点,港台剧场,2,20,2400,,2017-09-10 23:22,2017-09-11 00:05,2580.000000,粤语,香港,5833560.000000,7025220.000000,106560,语言,中文,香港,中文,踩过界
10925,10718,偷书贼,247,8,精彩点/战争,精彩点,战争,2,31,75720,,2017-07-02 21:08,2017-07-10 09:29,649260.000000,英语,美国,776340.000000,6735300.000000,181500,节目分类,战争,美国,中文,偷书贼
10925,10718,偷书贼,247,8,精彩点/战争,精彩点,战争,2,31,75720,,2017-07-02 21:08,2017-07-10 09:29,649260.000000,英语,美国,776340.000000,6735300.000000,181500,地区,美国,美国,中文,偷书贼
10925,10718,偷书贼,247,8,精彩点/战争,精彩点,战争,2,31,75720,,2017-07-02 21:08,2017-07-10 09:29,649260.000000,英语,美国,776340.000000,6735300.000000,181500,节目归属,精彩点,美国,中文,偷书贼
10925,10718,偷书贼,247,8,精彩点/战争,精彩点,战争,2,31,75720,,2017-07-02 21:08,2017-07-10 09:29,649260.000000,英语,美国,776340.000000,6735300.000000,181500,语言,中文,美国,中文,偷书贼
10786,10489,通天狄仁杰,1863,37,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-09-01 07:54,2017-09-22 16:11,1844220.000000,国语,大陆,7162320.000000,7837860.000000,13740,节目分类,大陆剧场,大陆,中文,通天狄仁杰
10786,10489,通天狄仁杰,1863,37,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-09-01 07:54,2017-09-22 16:11,1844220.000000,国语,大陆,7162320.000000,7837860.000000,13740,地区,大陆,大陆,中文,通天狄仁杰
10786,10489,通天狄仁杰,1863,37,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-09-01 07:54,2017-09-22 16:11,1844220.000000,国语,大陆,7162320.000000,7837860.000000,13740,节目归属,精彩点,大陆,中文,通天狄仁杰
10786,10489,通天狄仁杰,1863,37,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1260,,2017-09-01 07:54,2017-09-22 16:11,1844220.000000,国语,大陆,7162320.000000,7837860.000000,13740,语言,中文,大陆,中文,通天狄仁杰
10721,10032,中国新歌声 第二季：周董自曝撩妹套路,114,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-08-05 13:44,2017-08-05 14:50,3960.000000,国语,大陆,3043920.000000,7895880.000000,67140,节目分类,综艺娱乐,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10721,10032,中国新歌声 第二季：周董自曝撩妹套路,114,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-08-05 13:44,2017-08-05 14:50,3960.000000,国语,大陆,3043920.000000,7895880.000000,67140,地区,大陆,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10721,10032,中国新歌声 第二季：周董自曝撩妹套路,114,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-08-05 13:44,2017-08-05 14:50,3960.000000,国语,大陆,3043920.000000,7895880.000000,67140,节目归属,精彩点,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10721,10032,中国新歌声 第二季：周董自曝撩妹套路,114,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-08-05 13:44,2017-08-05 14:50,3960.000000,国语,大陆,3043920.000000,7895880.000000,67140,语言,中文,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10246,10202,中国新歌声 第二季：周董自曝撩妹套路,114,4,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4740,,2017-07-30 20:20,2017-07-31 23:27,97620.000000,国语,大陆,2617320.000000,7884420.000000,846660,节目分类,综艺娱乐,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10246,10202,中国新歌声 第二季：周董自曝撩妹套路,114,4,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4740,,2017-07-30 20:20,2017-07-31 23:27,97620.000000,国语,大陆,2617320.000000,7884420.000000,846660,地区,大陆,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10246,10202,中国新歌声 第二季：周董自曝撩妹套路,114,4,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4740,,2017-07-30 20:20,2017-07-31 23:27,97620.000000,国语,大陆,2617320.000000,7884420.000000,846660,节目归属,精彩点,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10246,10202,中国新歌声 第二季：周董自曝撩妹套路,114,4,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4740,,2017-07-30 20:20,2017-07-31 23:27,97620.000000,国语,大陆,2617320.000000,7884420.000000,846660,语言,中文,大陆,中文,中国新歌声 第二季：周董自曝撩妹套路
10316,10376,中餐厅：赵薇晓明“相爱相杀”,132,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-07-24 18:54,2017-07-24 18:54,0.000000,国语,大陆,767760.000000,6653040.000000,222600,节目分类,综艺娱乐,大陆,中文,中餐厅：赵薇晓明“相爱相杀”
10316,10376,中餐厅：赵薇晓明“相爱相杀”,132,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-07-24 18:54,2017-07-24 18:54,0.000000,国语,大陆,767760.000000,6653040.000000,222600,地区,大陆,大陆,中文,中餐厅：赵薇晓明“相爱相杀”
10316,10376,中餐厅：赵薇晓明“相爱相杀”,132,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-07-24 18:54,2017-07-24 18:54,0.000000,国语,大陆,767760.000000,6653040.000000,222600,节目归属,精彩点,大陆,中文,中餐厅：赵薇晓明“相爱相杀”
10316,10376,中餐厅：赵薇晓明“相爱相杀”,132,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3540,,2017-07-24 18:54,2017-07-24 18:54,0.000000,国语,大陆,767760.000000,6653040.000000,222600,语言,中文,大陆,中文,中餐厅：赵薇晓明“相爱相杀”
10249,10641,仙剑奇侠传三,215,1,热点专题/大陆剧场,热点专题,大陆剧场,1,11,180,,2017-09-02 15:27,2017-09-02 15:27,0.000000,国语,大陆,5498580.000000,7936740.000000,701760,节目分类,大陆剧场,大陆,中文,仙剑奇侠传三
10249,10641,仙剑奇侠传三,215,1,热点专题/大陆剧场,热点专题,大陆剧场,1,11,180,,2017-09-02 15:27,2017-09-02 15:27,0.000000,国语,大陆,5498580.000000,7936740.000000,701760,地区,大陆,大陆,中文,仙剑奇侠传三
10249,10641,仙剑奇侠传三,215,1,热点专题/大陆剧场,热点专题,大陆剧场,1,11,180,,2017-09-02 15:27,2017-09-02 15:27,0.000000,国语,大陆,5498580.000000,7936740.000000,701760,节目归属,热点专题,大陆,中文,仙剑奇侠传三
10249,10641,仙剑奇侠传三,215,1,热点专题/大陆剧场,热点专题,大陆剧场,1,11,180,,2017-09-02 15:27,2017-09-02 15:27,0.000000,国语,大陆,5498580.000000,7936740.000000,701760,语言,中文,大陆,中文,仙剑奇侠传三
10966,10656,秋收起义,1512,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1140,,2017-08-09 17:19,2017-08-09 17:19,0.000000,国语,大陆,3316860.000000,7725120.000000,85380,节目分类,大陆剧场,大陆,中文,秋收起义
10966,10656,秋收起义,1512,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1140,,2017-08-09 17:19,2017-08-09 17:19,0.000000,国语,大陆,3316860.000000,7725120.000000,85380,地区,大陆,大陆,中文,秋收起义
10966,10656,秋收起义,1512,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1140,,2017-08-09 17:19,2017-08-09 17:19,0.000000,国语,大陆,3316860.000000,7725120.000000,85380,节目归属,精彩点,大陆,中文,秋收起义
10966,10656,秋收起义,1512,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,1140,,2017-08-09 17:19,2017-08-09 17:19,0.000000,国语,大陆,3316860.000000,7725120.000000,85380,语言,中文,大陆,中文,秋收起义
11299,11153,中餐厅：黄晓明出游玩“失踪”,135,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5760,,2017-09-25 20:05,2017-09-25 20:05,0.000000,国语,大陆,5659980.000000,5919660.000000,526080,节目分类,综艺娱乐,大陆,中文,中餐厅：黄晓明出游玩“失踪”
11299,11153,中餐厅：黄晓明出游玩“失踪”,135,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5760,,2017-09-25 20:05,2017-09-25 20:05,0.000000,国语,大陆,5659980.000000,5919660.000000,526080,地区,大陆,大陆,中文,中餐厅：黄晓明出游玩“失踪”
11299,11153,中餐厅：黄晓明出游玩“失踪”,135,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5760,,2017-09-25 20:05,2017-09-25 20:05,0.000000,国语,大陆,5659980.000000,5919660.000000,526080,节目归属,精彩点,大陆,中文,中餐厅：黄晓明出游玩“失踪”
11299,11153,中餐厅：黄晓明出游玩“失踪”,135,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,5760,,2017-09-25 20:05,2017-09-25 20:05,0.000000,国语,大陆,5659980.000000,5919660.000000,526080,语言,中文,大陆,中文,中餐厅：黄晓明出游玩“失踪”
10770,10684,疯岳撬佳人,1423,2,精彩点/爱情,精彩点,爱情,2,19,3420,,2017-08-14 12:36,2017-08-14 12:36,0.000000,国语,大陆,3819240.000000,7915320.000000,752134.33,节目分类,爱情,大陆,中文,疯岳撬佳人
10770,10684,疯岳撬佳人,1423,2,精彩点/爱情,精彩点,爱情,2,19,3420,,2017-08-14 12:36,2017-08-14 12:36,0.000000,国语,大陆,3819240.000000,7915320.000000,752134.33,地区,大陆,大陆,中文,疯岳撬佳人
10770,10684,疯岳撬佳人,1423,2,精彩点/爱情,精彩点,爱情,2,19,3420,,2017-08-14 12:36,2017-08-14 12:36,0.000000,国语,大陆,3819240.000000,7915320.000000,752134.33,节目归属,精彩点,大陆,中文,疯岳撬佳人
10770,10684,疯岳撬佳人,1423,2,精彩点/爱情,精彩点,爱情,2,19,3420,,2017-08-14 12:36,2017-08-14 12:36,0.000000,国语,大陆,3819240.000000,7915320.000000,752134.33,语言,中文,大陆,中文,疯岳撬佳人
10707,10634,奔跑吧：收官之战！邓超遇王力宏变迷弟,573,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1800,,2017-09-03 21:09,2017-09-03 21:09,0.000000,国语,大陆,1403940.000000,2955960.000000,171180,节目分类,综艺娱乐,大陆,中文,奔跑吧：收官之战！邓超遇王力宏变迷弟
10707,10634,奔跑吧：收官之战！邓超遇王力宏变迷弟,573,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1800,,2017-09-03 21:09,2017-09-03 21:09,0.000000,国语,大陆,1403940.000000,2955960.000000,171180,地区,大陆,大陆,中文,奔跑吧：收官之战！邓超遇王力宏变迷弟
10707,10634,奔跑吧：收官之战！邓超遇王力宏变迷弟,573,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1800,,2017-09-03 21:09,2017-09-03 21:09,0.000000,国语,大陆,1403940.000000,2955960.000000,171180,节目归属,精彩点,大陆,中文,奔跑吧：收官之战！邓超遇王力宏变迷弟
10707,10634,奔跑吧：收官之战！邓超遇王力宏变迷弟,573,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,1800,,2017-09-03 21:09,2017-09-03 21:09,0.000000,国语,大陆,1403940.000000,2955960.000000,171180,语言,中文,大陆,中文,奔跑吧：收官之战！邓超遇王力宏变迷弟
10102,10136,今晚80后脱口秀：算什么男人,206,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-27 18:04,2017-08-27 18:44,2400.000000,国语,大陆,4952220.000000,7359480.000000,177720,节目分类,综艺娱乐,大陆,中文,今晚80后脱口秀：算什么男人
10102,10136,今晚80后脱口秀：算什么男人,206,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-27 18:04,2017-08-27 18:44,2400.000000,国语,大陆,4952220.000000,7359480.000000,177720,地区,大陆,大陆,中文,今晚80后脱口秀：算什么男人
10102,10136,今晚80后脱口秀：算什么男人,206,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-27 18:04,2017-08-27 18:44,2400.000000,国语,大陆,4952220.000000,7359480.000000,177720,节目归属,精彩点,大陆,中文,今晚80后脱口秀：算什么男人
10102,10136,今晚80后脱口秀：算什么男人,206,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,180,,2017-08-27 18:04,2017-08-27 18:44,2400.000000,国语,大陆,4952220.000000,7359480.000000,177720,语言,中文,大陆,中文,今晚80后脱口秀：算什么男人
11094,11098,绝世高手,1561,2,精彩点/喜剧,精彩点,喜剧,2,23,1500,,2017-08-21 18:36,2017-08-21 18:36,0.000000,国语,大陆,4474020.000000,7779060.000000,91680,节目分类,喜剧,大陆,中文,绝世高手
11094,11098,绝世高手,1561,2,精彩点/喜剧,精彩点,喜剧,2,23,1500,,2017-08-21 18:36,2017-08-21 18:36,0.000000,国语,大陆,4474020.000000,7779060.000000,91680,地区,大陆,大陆,中文,绝世高手
11094,11098,绝世高手,1561,2,精彩点/喜剧,精彩点,喜剧,2,23,1500,,2017-08-21 18:36,2017-08-21 18:36,0.000000,国语,大陆,4474020.000000,7779060.000000,91680,节目归属,精彩点,大陆,中文,绝世高手
11094,11098,绝世高手,1561,2,精彩点/喜剧,精彩点,喜剧,2,23,1500,,2017-08-21 18:36,2017-08-21 18:36,0.000000,国语,大陆,4474020.000000,7779060.000000,91680,语言,中文,大陆,中文,绝世高手
10082,11141,少林问道,696,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3240,,2017-09-07 13:31,2017-09-10 21:30,287940.000000,国语,大陆,5918580.000000,7632060.000000,71400,节目分类,大陆剧场,大陆,中文,少林问道
10082,11141,少林问道,696,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3240,,2017-09-07 13:31,2017-09-10 21:30,287940.000000,国语,大陆,5918580.000000,7632060.000000,71400,地区,大陆,大陆,中文,少林问道
10082,11141,少林问道,696,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3240,,2017-09-07 13:31,2017-09-10 21:30,287940.000000,国语,大陆,5918580.000000,7632060.000000,71400,节目归属,精彩点,大陆,中文,少林问道
10082,11141,少林问道,696,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,3240,,2017-09-07 13:31,2017-09-10 21:30,287940.000000,国语,大陆,5918580.000000,7632060.000000,71400,语言,中文,大陆,中文,少林问道
10089,10291,少林问道,696,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,600,,2017-07-25 01:51,2017-07-26 12:00,122940.000000,国语,大陆,1935900.000000,7503600.000000,99677.05,节目分类,大陆剧场,大陆,中文,少林问道
10089,10291,少林问道,696,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,600,,2017-07-25 01:51,2017-07-26 12:00,122940.000000,国语,大陆,1935900.000000,7503600.000000,99677.05,地区,大陆,大陆,中文,少林问道
10089,10291,少林问道,696,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,600,,2017-07-25 01:51,2017-07-26 12:00,122940.000000,国语,大陆,1935900.000000,7503600.000000,99677.05,节目归属,精彩点,大陆,中文,少林问道
10089,10291,少林问道,696,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,600,,2017-07-25 01:51,2017-07-26 12:00,122940.000000,国语,大陆,1935900.000000,7503600.000000,99677.05,语言,中文,大陆,中文,少林问道
10936,11219,亨利小怪兽 第一季,162,1,少儿乐园/大陆剧场,少儿乐园,大陆剧场,3,11,4560,,2017-09-10 09:02,2017-09-10 09:02,0.000000,国语,美国,5745360.000000,7008840.000000,69111.09,节目分类,大陆剧场,美国,中文,亨利小怪兽 第一季
10936,11219,亨利小怪兽 第一季,162,1,少儿乐园/大陆剧场,少儿乐园,大陆剧场,3,11,4560,,2017-09-10 09:02,2017-09-10 09:02,0.000000,国语,美国,5745360.000000,7008840.000000,69111.09,地区,美国,美国,中文,亨利小怪兽 第一季
10936,11219,亨利小怪兽 第一季,162,1,少儿乐园/大陆剧场,少儿乐园,大陆剧场,3,11,4560,,2017-09-10 09:02,2017-09-10 09:02,0.000000,国语,美国,5745360.000000,7008840.000000,69111.09,节目归属,少儿乐园,美国,中文,亨利小怪兽 第一季
10936,11219,亨利小怪兽 第一季,162,1,少儿乐园/大陆剧场,少儿乐园,大陆剧场,3,11,4560,,2017-09-10 09:02,2017-09-10 09:02,0.000000,国语,美国,5745360.000000,7008840.000000,69111.09,语言,中文,美国,中文,亨利小怪兽 第一季
10999,10547,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸,1116,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,7500,,2017-09-09 21:16,2017-09-09 21:16,0.000000,国语,大陆,5980140.000000,7786560.000000,91980,节目分类,综艺娱乐,大陆,中文,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸
10999,10547,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸,1116,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,7500,,2017-09-09 21:16,2017-09-09 21:16,0.000000,国语,大陆,5980140.000000,7786560.000000,91980,地区,大陆,大陆,中文,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸
10999,10547,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸,1116,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,7500,,2017-09-09 21:16,2017-09-09 21:16,0.000000,国语,大陆,5980140.000000,7786560.000000,91980,节目归属,精彩点,大陆,中文,极限挑战 第三季：夏雨变身木乃伊 张艺兴逆袭老狐狸
